Sequence_library	Sample_ID	Population	year	lat	long	species	region	species_v2
ddRAD_grace_2022	754-22	754	2021	29.2995	-97.81173	drum	allopatry	NA
ddRAD_grace_2022	754-23	754	2021	29.2995	-97.81173	drum	allopatry	NA
ddRAD_grace_2022	754-25	754	2021	29.2995	-97.81173	drum	allopatry	NA
ddRAD_grace_2022	754-3	754	2021	29.2995	-97.81173	drum	allopatry	NA
ddRAD_grace_2022	754-8	754	2021	29.2995	-97.81173	drum	allopatry	NA
ddRAD_grace_2022	754-9	754	2021	29.2995	-97.81173	drum	allopatry	NA
ddRAD_grace_2022	759-10	759	2021	29.29643	-97.7084	drum	allopatry	NA
ddRAD_grace_2022	759-12	759	2021	29.29643	-97.7084	drum	allopatry	NA
ddRAD_grace_2022	759-13	759	2021	29.29643	-97.7084	drum	allopatry	NA
ddRAD_grace_2022	759-15	759	2021	29.29643	-97.7084	drum	allopatry	NA
ddRAD_grace_2022	759-17	759	2021	29.29643	-97.7084	drum	allopatry	NA
ddRAD_grace_2022	759-18	759	2021	29.29643	-97.7084	drum	allopatry	NA
ddRAD_grace_2022	759-19	759	2021	29.29643	-97.7084	drum	allopatry	NA
ddRAD_grace_2022	759-21	759	2021	29.29643	-97.7084	drum	allopatry	NA
ddRAD_grace_2022	759-24	759	2021	29.29643	-97.7084	drum	allopatry	NA
ddRAD_grace_2022	759-2	759	2021	29.29643	-97.7084	drum	allopatry	NA
ddRAD_grace_2022	759-3_b	759	2021	29.29643	-97.7084	drum	allopatry	NA
ddRAD_grace_2022	759-4	759	2021	29.29643	-97.7084	drum	allopatry	NA
ddRAD_grace_2022	759-6	759	2021	29.29643	-97.7084	drum	allopatry	NA
ddRAD_grace_2022	759-7	759	2021	29.29643	-97.7084	drum	allopatry	NA
ddRAD_grace_2022	759-8	759	2021	29.29643	-97.7084	drum	allopatry	NA
ddRAD_grace_2022	761-11	761	2021	29.73935	-97.40975	drum	CD-sympatry	NA
ddRAD_grace_2022	761-12	761	2021	29.73935	-97.40975	drum	CD-sympatry	NA
ddRAD_grace_2022	761-1	761	2021	29.73935	-97.40975	drum	CD-sympatry	NA
ddRAD_grace_2022	761-21	761	2021	29.73935	-97.40975	drum	CD-sympatry	NA
ddRAD_grace_2022	761-22	761	2021	29.73935	-97.40975	drum	CD-sympatry	NA
ddRAD_grace_2022	761-24	761	2021	29.73935	-97.40975	drum	CD-sympatry	NA
ddRAD_grace_2022	761-27	761	2021	29.73935	-97.40975	drum	CD-sympatry	NA
ddRAD_grace_2022	761-4	761	2021	29.73935	-97.40975	drum	CD-sympatry	NA
ddRAD_grace_2022	761-6	761	2021	29.73935	-97.40975	drum	CD-sympatry	NA
ddRAD_grace_2022	761-7	761	2021	29.73935	-97.40975	drum	CD-sympatry	NA
ddRAD_grace_2022	761-8	761	2021	29.73935	-97.40975	drum	CD-sympatry	NA
ddRAD_grace_2022	761-9	761	2021	29.73935	-97.40975	drum	CD-sympatry	NA
ddRAD_grace_2022	764-12	764	2021	30.1049	-97.20428	drum	CD-sympatry	NA
ddRAD_grace_2022	764-13	764	2021	30.1049	-97.20428	drum	CD-sympatry	NA
ddRAD_grace_2022	764-14	764	2021	30.1049	-97.20428	drum	CD-sympatry	NA
ddRAD_grace_2022	764-15	764	2021	30.1049	-97.20428	drum	CD-sympatry	NA
ddRAD_grace_2022	764-16	764	2021	30.1049	-97.20428	drum	CD-sympatry	NA
ddRAD_grace_2022	764-1_b	764	2021	30.1049	-97.20428	drum	CD-sympatry	NA
ddRAD_grace_2022	764-24	764	2021	30.1049	-97.20428	drum	CD-sympatry	NA
ddRAD_grace_2022	764-25	764	2021	30.1049	-97.20428	drum	CD-sympatry	NA
ddRAD_grace_2022	764-29	764	2021	30.1049	-97.20428	drum	CD-sympatry	NA
ddRAD_grace_2022	764-3	764	2021	30.1049	-97.20428	drum	CD-sympatry	NA
ddRAD_grace_2022	764-7	764	2021	30.1049	-97.20428	drum	CD-sympatry	NA
ddRAD_grace_2022	764-8	764	2021	30.1049	-97.20428	drum	CD-sympatry	NA
ddRAD_grace_2022	769-10	769	2021	30.0174	-97.0564	drum	CD-sympatry	NA
ddRAD_grace_2022	769-12_b	769	2021	30.0174	-97.0564	drum	CD-sympatry	NA
ddRAD_grace_2022	769-15	769	2021	30.0174	-97.0564	drum	CD-sympatry	NA
ddRAD_grace_2022	769-1_b	769	2021	30.0174	-97.0564	drum	CD-sympatry	NA
ddRAD_grace_2022	769-20	769	2021	30.0174	-97.0564	drum	CD-sympatry	NA
ddRAD_grace_2022	769-23	769	2021	30.0174	-97.0564	drum	CD-sympatry	NA
ddRAD_grace_2022	769-23_b	769	2021	30.0174	-97.0564	drum	CD-sympatry	NA
ddRAD_grace_2022	769-5	769	2021	30.0174	-97.0564	drum	CD-sympatry	NA
ddRAD_grace_2022	770-11	770	2021	30.20049	-97.3613	drum	CD-sympatry	NA
ddRAD_grace_2022	770-13	770	2021	30.20049	-97.3613	drum	CD-sympatry	NA
ddRAD_grace_2022	770-16	770	2021	30.20049	-97.3613	drum	CD-sympatry	NA
ddRAD_grace_2022	770-1	770	2021	30.20049	-97.3613	drum	CD-sympatry	NA
ddRAD_grace_2022	770-20	770	2021	30.20049	-97.3613	drum	CD-sympatry	NA
ddRAD_grace_2022	770-2	770	2021	30.20049	-97.3613	drum	CD-sympatry	NA
ddRAD_grace_2022	770-3	770	2021	30.20049	-97.3613	drum	CD-sympatry	NA
ddRAD_grace_2022	770-4	770	2021	30.20049	-97.3613	drum	CD-sympatry	NA
ddRAD_grace_2022	770-5	770	2021	30.20049	-97.3613	drum	CD-sympatry	NA
ddRAD_grace_2022	770-7	770	2021	30.20049	-97.3613	drum	CD-sympatry	NA
ddRAD_grace_2022	777-13	777	2021	29.22622	-98.63646	drum	allopatry	NA
ddRAD_grace_2022	777-14	777	2021	29.22622	-98.63646	drum	allopatry	NA
ddRAD_grace_2022	777-15	777	2021	29.22622	-98.63646	drum	allopatry	NA
ddRAD_grace_2022	777-18	777	2021	29.22622	-98.63646	drum	allopatry	NA
ddRAD_grace_2022	777-19	777	2021	29.22622	-98.63646	drum	allopatry	NA
ddRAD_grace_2022	777-20	777	2021	29.22622	-98.63646	drum	allopatry	NA
ddRAD_grace_2022	777-21	777	2021	29.22622	-98.63646	drum	allopatry	NA
ddRAD_grace_2022	777-21_b	777	2021	29.22622	-98.63646	drum	allopatry	NA
ddRAD_grace_2022	777-22	777	2021	29.22622	-98.63646	drum	allopatry	NA
ddRAD_grace_2022	777-22_b	777	2021	29.22622	-98.63646	drum	allopatry	NA
ddRAD_grace_2022	777-23	777	2021	29.22622	-98.63646	drum	allopatry	NA
ddRAD_grace_2022	777-4	777	2021	29.22622	-98.63646	drum	allopatry	NA
ddRAD_grace_2022	778-11	778	2021	29.02658	-98.48171	drum	allopatry	NA
ddRAD_grace_2022	778-15	778	2021	29.02658	-98.48171	drum	allopatry	NA
ddRAD_grace_2022	778-16	778	2021	29.02658	-98.48171	drum	allopatry	NA
ddRAD_grace_2022	778-18	778	2021	29.02658	-98.48171	drum	allopatry	NA
ddRAD_grace_2022	778-1	778	2021	29.02658	-98.48171	drum	allopatry	NA
ddRAD_grace_2022	778-2	778	2021	29.02658	-98.48171	drum	allopatry	NA
ddRAD_grace_2022	778-9	778	2021	29.02658	-98.48171	drum	allopatry	NA
ddRAD_grace_2022	780-12	780	2021	29.01691	-98.04828	drum	allopatry	NA
ddRAD_grace_2022	780-14	780	2021	29.01691	-98.04828	drum	allopatry	NA
ddRAD_grace_2022	780-23	780	2021	29.01691	-98.04828	drum	allopatry	NA
ddRAD_grace_2022	780-24	780	2021	29.01691	-98.04828	drum	allopatry	NA
ddRAD_grace_2022	780-25	780	2021	29.01691	-98.04828	drum	allopatry	NA
ddRAD_grace_2022	780-2	780	2021	29.01691	-98.04828	drum	allopatry	NA
ddRAD_grace_2022	780-5	780	2021	29.01691	-98.04828	drum	allopatry	NA
ddRAD_grace_2022	780-6	780	2021	29.01691	-98.04828	drum	allopatry	NA
ddRAD_grace_2022	780-7	780	2021	29.01691	-98.04828	drum	allopatry	NA
ddRAD_grace_2022	780-8	780	2021	29.01691	-98.04828	drum	allopatry	NA
ddRAD_grace_2022	784-10	784	2021	30.29176	-98.54003	drum	RD-sympatry	NA
ddRAD_grace_2022	784-16	784	2021	30.29176	-98.54003	drum	RD-sympatry	NA
ddRAD_grace_2022	784-9	784	2021	30.29176	-98.54003	drum	RD-sympatry	NA
ddRAD_grace_2022	785-14	785	2021	30.272333	-98.841583	drum	RD-sympatry	NA
ddRAD_grace_2022	786-13	786	2021	30.72293	-96.82202	drum	CD-sympatry	NA
ddRAD_grace_2022	786-14	786	2021	30.72293	-96.82202	drum	CD-sympatry	NA
ddRAD_grace_2022	786-17	786	2021	30.72293	-96.82202	drum	CD-sympatry	NA
ddRAD_grace_2022	786-21	786	2021	30.72293	-96.82202	drum	CD-sympatry	NA
ddRAD_grace_2022	786-25	786	2021	30.72293	-96.82202	drum	CD-sympatry	NA
ddRAD_grace_2022	786-26	786	2021	30.72293	-96.82202	drum	CD-sympatry	NA
ddRAD_grace_2022	786-3	786	2021	30.72293	-96.82202	drum	CD-sympatry	NA
ddRAD_grace_2022	786-4	786	2021	30.72293	-96.82202	drum	CD-sympatry	NA
ddRAD_grace_2022	786-4_b	786	2021	30.72293	-96.82202	drum	CD-sympatry	NA
ddRAD_grace_2022	786-5	786	2021	30.72293	-96.82202	drum	CD-sympatry	NA
ddRAD_grace_2022	786-6	786	2021	30.72293	-96.82202	drum	CD-sympatry	NA
ddRAD_grace_2022	786-7	786	2021	30.72293	-96.82202	drum	CD-sympatry	NA
ddRAD_grace_2022	787-21	787	2021	30.880867	-98.653667	drum	RD-sympatry	NA
ddRAD_grace_2022	787-4	787	2021	30.880867	-98.653667	drum	RD-sympatry	NA
ddRAD_grace_2022	794-11	794	2021	30.48	-96.45144	drum	CD-sympatry	NA
ddRAD_grace_2022	794-13	794	2021	30.48	-96.45144	drum	CD-sympatry	NA
ddRAD_grace_2022	794-14	794	2021	30.48	-96.45144	drum	CD-sympatry	NA
ddRAD_grace_2022	794-15	794	2021	30.48	-96.45144	drum	CD-sympatry	NA
ddRAD_grace_2022	794-1	794	2021	30.48	-96.45144	drum	CD-sympatry	NA
ddRAD_grace_2022	794-20	794	2021	30.48	-96.45144	drum	CD-sympatry	NA
ddRAD_grace_2022	794-22	794	2021	30.48	-96.45144	drum	CD-sympatry	NA
ddRAD_grace_2022	794-23	794	2021	30.48	-96.45144	drum	CD-sympatry	NA
ddRAD_grace_2022	794-23_b	794	2021	30.48	-96.45144	drum	CD-sympatry	NA
ddRAD_grace_2022	794-2	794	2021	30.48	-96.45144	drum	CD-sympatry	NA
ddRAD_grace_2022	794-3	794	2021	30.48	-96.45144	drum	CD-sympatry	NA
ddRAD_grace_2022	794-4	794	2021	30.48	-96.45144	drum	CD-sympatry	NA
ddRAD_grace_2022	794-8	794	2021	30.48	-96.45144	drum	CD-sympatry	NA
ddRAD_grace_2022	794-9	794	2021	30.48	-96.45144	drum	CD-sympatry	NA
ddRAD_grace_2022	797-10	797	2021	30.40986	-96.81518	drum	CD-sympatry	NA
ddRAD_grace_2022	797-13	797	2021	30.40986	-96.81518	drum	CD-sympatry	NA
ddRAD_grace_2022	797-14	797	2021	30.40986	-96.81518	drum	CD-sympatry	NA
ddRAD_grace_2022	797-20	797	2021	30.40986	-96.81518	drum	CD-sympatry	NA
ddRAD_grace_2022	797-21	797	2021	30.40986	-96.81518	drum	CD-sympatry	NA
ddRAD_grace_2022	797-22	797	2021	30.40986	-96.81518	drum	CD-sympatry	NA
ddRAD_grace_2022	797-25	797	2021	30.40986	-96.81518	drum	CD-sympatry	NA
ddRAD_grace_2022	797-3	797	2021	30.40986	-96.81518	drum	CD-sympatry	NA
ddRAD_grace_2022	800-11	800	2021	29.52881	-96.44123	drum	CD-sympatry	NA
ddRAD_grace_2022	800-14	800	2021	29.52881	-96.44123	drum	CD-sympatry	NA
ddRAD_grace_2022	800-15	800	2021	29.52881	-96.44123	drum	CD-sympatry	NA
ddRAD_grace_2022	800-17	800	2021	29.52881	-96.44123	drum	CD-sympatry	NA
ddRAD_grace_2022	800-1	800	2021	29.52881	-96.44123	drum	CD-sympatry	NA
ddRAD_grace_2022	800-21	800	2021	29.52881	-96.44123	drum	CD-sympatry	NA
ddRAD_grace_2022	800-23	800	2021	29.52881	-96.44123	drum	CD-sympatry	NA
ddRAD_grace_2022	800-2	800	2021	29.52881	-96.44123	drum	CD-sympatry	NA
ddRAD_grace_2022	800-3	800	2021	29.52881	-96.44123	drum	CD-sympatry	NA
ddRAD_grace_2022	800-4	800	2021	29.52881	-96.44123	drum	CD-sympatry	NA
ddRAD_grace_2022	800-6	800	2021	29.52881	-96.44123	drum	CD-sympatry	NA
ddRAD_grace_2022	800-7	800	2021	29.52881	-96.44123	drum	CD-sympatry	NA
ddRAD_grace_2022	800-8	800	2021	29.52881	-96.44123	drum	CD-sympatry	NA
ddRAD_grace_2022	802-10	802	2021	29.71848	-96.8887	drum	CD-sympatry	NA
ddRAD_grace_2022	802-11	802	2021	29.71848	-96.8887	drum	CD-sympatry	NA
ddRAD_grace_2022	802-12	802	2021	29.71848	-96.8887	drum	CD-sympatry	NA
ddRAD_grace_2022	802-14	802	2021	29.71848	-96.8887	drum	CD-sympatry	NA
ddRAD_grace_2022	802-15	802	2021	29.71848	-96.8887	drum	CD-sympatry	NA
ddRAD_grace_2022	802-17	802	2021	29.71848	-96.8887	drum	CD-sympatry	NA
ddRAD_grace_2022	802-19	802	2021	29.71848	-96.8887	drum	CD-sympatry	NA
ddRAD_grace_2022	802-1	802	2021	29.71848	-96.8887	drum	CD-sympatry	NA
ddRAD_grace_2022	802-6	802	2021	29.71848	-96.8887	drum	CD-sympatry	NA
ddRAD_grace_2022	802-7	802	2021	29.71848	-96.8887	drum	CD-sympatry	NA
ddRAD_grace_2022	802-8	802	2021	29.71848	-96.8887	drum	CD-sympatry	NA
ddRAD_grace_2022	802-9	802	2021	29.71848	-96.8887	drum	CD-sympatry	NA
ddRAD_grace_2022	804-11	804	2021	32.39033	-97.66846	drum	unassigned	NA
ddRAD_grace_2022	804-14	804	2021	32.39033	-97.66846	drum	unassigned	NA
ddRAD_grace_2022	804-17	804	2021	32.39033	-97.66846	drum	unassigned	NA
ddRAD_grace_2022	804-18	804	2021	32.39033	-97.66846	drum	unassigned	NA
ddRAD_grace_2022	804-19	804	2021	32.39033	-97.66846	drum	unassigned	NA
ddRAD_grace_2022	804-20	804	2021	32.39033	-97.66846	drum	unassigned	NA
ddRAD_grace_2022	804-21	804	2021	32.39033	-97.66846	drum	unassigned	NA
ddRAD_grace_2022	804-23	804	2021	32.39033	-97.66846	drum	unassigned	NA
ddRAD_grace_2022	804-24	804	2021	32.39033	-97.66846	drum	unassigned	NA
ddRAD_grace_2022	804-2	804	2021	32.39033	-97.66846	drum	unassigned	NA
ddRAD_grace_2022	804-3	804	2021	32.39033	-97.66846	drum	unassigned	NA
ddRAD_grace_2022	804-5	804	2021	32.39033	-97.66846	drum	unassigned	NA
ddRAD_grace_2022	807-11	807	2021	29.98536	-96.22729	drum	CD-sympatry	NA
ddRAD_grace_2022	807-12	807	2021	29.98536	-96.22729	drum	CD-sympatry	NA
ddRAD_grace_2022	807-13	807	2021	29.98536	-96.22729	drum	CD-sympatry	NA
ddRAD_grace_2022	807-15	807	2021	29.98536	-96.22729	drum	CD-sympatry	NA
ddRAD_grace_2022	807-21	807	2021	29.98536	-96.22729	drum	CD-sympatry	NA
ddRAD_grace_2022	807-22	807	2021	29.98536	-96.22729	drum	CD-sympatry	NA
ddRAD_grace_2022	807-23	807	2021	29.98536	-96.22729	drum	CD-sympatry	NA
ddRAD_grace_2022	807-2	807	2021	29.98536	-96.22729	drum	CD-sympatry	NA
ddRAD_grace_2022	807-3	807	2021	29.98536	-96.22729	drum	CD-sympatry	NA
ddRAD_grace_2022	807-4	807	2021	29.98536	-96.22729	drum	CD-sympatry	NA
ddRAD_grace_2022	807-6	807	2021	29.98536	-96.22729	drum	CD-sympatry	NA
ddRAD_grace_2022	807-8	807	2021	29.98536	-96.22729	drum	CD-sympatry	NA
ddRAD_grace_2022	812-10	812	2021	29.16231	-99.00615	drum	RD-sympatry	NA
ddRAD_grace_2022	812-10_b	812	2021	29.16231	-99.00615	drum	RD-sympatry	NA
ddRAD_grace_2022	812-13	812	2021	29.16231	-99.00615	drum	RD-sympatry	NA
ddRAD_grace_2022	812-18	812	2021	29.16231	-99.00615	drum	RD-sympatry	NA
ddRAD_grace_2022	812-22	812	2021	29.16231	-99.00615	drum	RD-sympatry	NA
ddRAD_grace_2022	817-15	817	2021	30.04617	-96.01912	drum	CD-sympatry	NA
ddRAD_grace_2022	817-18	817	2021	30.04617	-96.01912	drum	CD-sympatry	NA
ddRAD_grace_2022	817-19	817	2021	30.04617	-96.01912	drum	CD-sympatry	NA
ddRAD_grace_2022	817-1	817	2021	30.04617	-96.01912	drum	CD-sympatry	NA
ddRAD_grace_2022	817-21	817	2021	30.04617	-96.01912	drum	CD-sympatry	NA
ddRAD_grace_2022	817-25	817	2021	30.04617	-96.01912	drum	CD-sympatry	NA
ddRAD_grace_2022	817-2	817	2021	30.04617	-96.01912	drum	CD-sympatry	NA
ddRAD_grace_2022	817-3	817	2021	30.04617	-96.01912	drum	CD-sympatry	NA
ddRAD_grace_2022	817-4	817	2021	30.04617	-96.01912	drum	CD-sympatry	NA
ddRAD_grace_2022	817-5	817	2021	30.04617	-96.01912	drum	CD-sympatry	NA
ddRAD_grace_2022	817-8	817	2021	30.04617	-96.01912	drum	CD-sympatry	NA
ddRAD_grace_2022	817-9	817	2021	30.04617	-96.01912	drum	CD-sympatry	NA
ddRAD_grace_2022	830-10	830	2021	28.72115	-97.38688	drum	allopatry	NA
ddRAD_grace_2022	830-11	830	2021	28.72115	-97.38688	drum	allopatry	NA
ddRAD_grace_2022	830-12	830	2021	28.72115	-97.38688	drum	allopatry	NA
ddRAD_grace_2022	830-15	830	2021	28.72115	-97.38688	drum	allopatry	NA
ddRAD_grace_2022	830-20	830	2021	28.72115	-97.38688	drum	allopatry	NA
ddRAD_grace_2022	830-21	830	2021	28.72115	-97.38688	drum	allopatry	NA
ddRAD_grace_2022	830-22	830	2021	28.72115	-97.38688	drum	allopatry	NA
ddRAD_grace_2022	830-23	830	2021	28.72115	-97.38688	drum	allopatry	NA
ddRAD_grace_2022	830-24	830	2021	28.72115	-97.38688	drum	allopatry	NA
ddRAD_grace_2022	830-4	830	2021	28.72115	-97.38688	drum	allopatry	NA
ddRAD_grace_2022	830-6	830	2021	28.72115	-97.38688	drum	allopatry	NA
ddRAD_grace_2022	830-7	830	2021	28.72115	-97.38688	drum	allopatry	NA
ddRAD_grace_2022	831-13	831	2021	29.8609	-97.58878	drum	CD-sympatry	NA
ddRAD_grace_2022	831-16	831	2021	29.8609	-97.58878	drum	CD-sympatry	NA
ddRAD_grace_2022	831-17	831	2021	29.8609	-97.58878	drum	CD-sympatry	NA
ddRAD_grace_2022	831-19	831	2021	29.8609	-97.58878	drum	CD-sympatry	NA
ddRAD_grace_2022	831-21	831	2021	29.8609	-97.58878	drum	CD-sympatry	NA
ddRAD_grace_2022	831-22	831	2021	29.8609	-97.58878	drum	CD-sympatry	NA
ddRAD_grace_2022	831-3	831	2021	29.8609	-97.58878	drum	CD-sympatry	NA
ddRAD_grace_2022	831-5	831	2021	29.8609	-97.58878	drum	CD-sympatry	NA
ddRAD_grace_2022	831-6	831	2021	29.8609	-97.58878	drum	CD-sympatry	NA
ddrad_eastphlox	P_pilosa_pilosa_1704_01	pil_pil_01	NA	30.776288	-81.973344	pilo	NA	NA
ddrad_eastphlox	P_pilosa_pilosa_1708_08	pil_pil_02	NA	30.803303	-83.529067	pilo	NA	NA
ddrad_eastphlox	P_pilosa_pilosa_1710_13	pil_pil_03	NA	30.495532	-83.432587	pilo	NA	NA
ddrad_eastphlox	P_pilosa_pilosa_1712_01	pil_pil_04	NA	30.915467	-89.906109	pilo	NA	NA
ddrad_eastphlox	P_pilosa_pilosa_1713_08	pil_pil_05	NA	32.218893	-89.379136	pilo	NA	NA
ddrad_eastphlox	P_pilosa_pilosa_1714_07	pil_pil_06	NA	31.788445	-86.870979	pilo	NA	NA
ddrad_eastphlox	P_pilosa_pilosa_1718_20	pil_pil_07	NA	34.627986	-88.138683	pilo	NA	NA
ddrad_eastphlox	P_pilosa_pilosa_1722_12	pil_pil_08	NA	36.499506	-88.105242	pilo	NA	NA
ddrad_eastphlox	P_pilosa_pilosa_1728_07	pil_pil_09	NA	35.94396	-88.043306	pilo	NA	NA
ddrad_eastphlox	P_pilosa_pilosa_1729_22	pil_pil_10	NA	35.924864	-88.037497	pilo	NA	NA
ddrad_eastphlox	P_pilosa_pilosa_538L	pil_pil_unk	NA	NA	NA	pilo	NA	NA
ddrad_eastphlox	P_pilosa_pilosa_OPGC-3952	pil_pil_unk	NA	NA	NA	pilo	NA	NA
ddrad_eastphlox	P_pilosa_pilosa_OPGC-3954	pil_pil_unk	NA	NA	NA	pilo	NA	NA
