Sequence_library	Sample_ID	Population	year	lat	long	species	region	species_v2
ddRAD_sam_april_2021	640-12-2	640	2019	29.5822333	-98.6926667	roem	RD-sympatry	roem
ddRAD_sam_april_2021	651-14	651	2019	30.567097	-96.213673	cusp	allopatry	cusp
ddRAD_sam_april_2021	651-15	651	2019	30.567097	-96.213673	cusp	allopatry	cusp
ddRAD_sam_april_2021	651-6	651	2019	30.567097	-96.213673	cusp	allopatry	cusp
ddRAD_sam_april_2021	652-10-1	652	2019	30.5466333	-96.5575	cusp	allopatry	cusp
ddRAD_sam_april_2021	652-11-1	652	2019	30.5466333	-96.5575	cusp	allopatry	cusp
ddRAD_sam_april_2021	652-13-1	652	2019	30.5466333	-96.5575	cusp	allopatry	cusp
ddRAD_sam_april_2021	652-16-1	652	2019	30.5466333	-96.5575	cusp	allopatry	cusp
ddRAD_sam_april_2021	652-24-1	652	2019	30.5466333	-96.5575	cusp	allopatry	cusp
ddRAD_sam_april_2021	652-29-2	652	2019	30.5466333	-96.5575	cusp	allopatry	cusp
ddRAD_sam_april_2021	654-7-1	654	2019	30.07125	-97.09005	cusp	CD-sympatry	cusp
ddRAD_sam_april_2021	656A-10	656A	2019	30.0852333	-96.9161667	drum	CD-sympatry	drum
ddRAD_sam_april_2021	656A-23-1	656A	2019	30.0852333	-96.9161667	drum	CD-sympatry	drum
ddRAD_sam_april_2021	656A-26-1	656A	2019	30.0852333	-96.9161667	drum	CD-sympatry	drum
ddRAD_sam_april_2021	656A-29-1	656A	2019	30.0852333	-96.9161667	drum	CD-sympatry	drum
ddRAD_sam_april_2021	656A-4	656A	2019	30.0852333	-96.9161667	drum	CD-sympatry	drum
ddRAD_sam_april_2021	659-20	659	2019	30.1048333	-97.29615	cusp	CD-sympatry	cusp
ddRAD_sam_april_2021	661-1-2	661	2019	30.0665023	-97.3526087	drum	CD-sympatry	drum
ddRAD_sam_april_2021	661-12-1	661	2019	30.0665023	-97.3526087	drum	CD-sympatry	drum
ddRAD_sam_april_2021	661-27-1	661	2019	30.0665023	-97.3526087	drum	CD-sympatry	drum
ddRAD_sam_april_2021	661-33-1	661	2019	30.0665023	-97.3526087	drum	CD-sympatry	drum
ddRAD_sam_april_2021	661-34-2	661	2019	30.0665023	-97.3526087	drum	CD-sympatry	drum
ddRAD_sam_april_2021	661-9-1	661	2019	30.0665023	-97.3526087	drum	CD-sympatry	drum
ddRAD_sam_april_2021	662-14-1	662	2019	30.0621514	-97.3502951	drum	CD-sympatry	drum
ddRAD_sam_april_2021	662-16-2	662	2019	30.0621514	-97.3502951	drum	CD-sympatry	drum
ddRAD_sam_april_2021	662-17	662	2019	30.0621514	-97.3502951	drum	CD-sympatry	drum
ddRAD_sam_april_2021	662-22-2	662	2019	30.0621514	-97.3502951	drum	CD-sympatry	drum
ddRAD_sam_april_2021	662-24-1	662	2019	30.0621514	-97.3502951	drum	CD-sympatry	drum
ddRAD_sam_april_2021	662-5-1	662	2019	30.0621514	-97.3502951	drum	CD-sympatry	drum
ddRAD_sam_april_2021	662-9-1	662	2019	30.0621514	-97.3502951	drum	CD-sympatry	drum
ddRAD_sam_april_2021	664-15-1	664	2019	30.116	-97.365	drum	CD-sympatry	drum
ddRAD_sam_april_2021	667-3	667	2019	29.528817	-96.441233	drum	CD-sympatry	drum
ddRAD_sam_april_2021	668-28	668	2019	29.680228	-96.584439	cusp	CD-sympatry	cusp
ddRAD_sam_april_2021	670-02	670	2019	29.4174167	-97.6808	drum	allopatry	drum
ddRAD_sam_april_2021	670-15	670	2019	29.4174167	-97.6808	drum	allopatry	drum
ddRAD_sam_april_2021	670-23	670	2019	29.4174167	-97.6808	drum	allopatry	drum
ddRAD_sam_april_2021	670-24	670	2019	29.4174167	-97.6808	drum	allopatry	drum
ddRAD_sam_april_2021	670-28	670	2019	29.4174167	-97.6808	drum	allopatry	drum
ddRAD_sam_april_2021	670-4	670	2019	29.4174167	-97.6808	drum	allopatry	drum
ddRAD_sam_april_2021	671-12-1	671	2019	29.4161	-97.70415	drum	allopatry	drum
ddRAD_sam_april_2021	671-14-1	671	2019	29.4161	-97.70415	drum	allopatry	drum
ddRAD_sam_april_2021	671-18	671	2019	29.4161	-97.70415	drum	allopatry	drum
ddRAD_sam_april_2021	673-23-30	673	2019	29.39921667	-97.74658333	drum	allopatry	drum
ddRAD_sam_april_2021	673-7	673	2019	29.39921667	-97.74658333	drum	allopatry	drum
ddRAD_sam_april_2021	675-6	675	2019	29.4024	-97.77451667	drum	allopatry	drum
ddRAD_sam_april_2021	676-1-1	676	2019	29.4689024	-97.8737457	drum	allopatry	drum
ddRAD_sam_april_2021	676-10-2	676	2019	29.4689024	-97.8737457	drum	allopatry	drum
ddRAD_sam_april_2021	676-9	676	2019	29.4689024	-97.8737457	drum	allopatry	drum
ddRAD_sam_april_2021	677-2-31	677	2019	28.842167	-97.845583	drum	allopatry	drum
ddRAD_sam_april_2021	677-3	677	2019	28.842167	-97.845583	drum	allopatry	drum
ddRAD_sam_april_2021	677-5	677	2019	28.842167	-97.845583	drum	allopatry	drum
ddRAD_sam_april_2021	677-9-30	677	2019	28.842167	-97.845583	drum	allopatry	drum
ddRAD_sam_april_2021	678-14-2	678	2019	29.2864167	-97.6241	drum	allopatry	drum
ddRAD_sam_april_2021	678-5-1	678	2019	29.2864167	-97.6241	drum	allopatry	drum
ddRAD_sam_april_2021	680A-17-1	680A	2019	29.7466167	-97.4097	drum	CD-sympatry	drum
ddRAD_sam_april_2021	680A-18-1	680A	2019	29.7466167	-97.4097	drum	CD-sympatry	drum
ddRAD_sam_april_2021	680A-6-8	680A	2019	29.7466167	-97.4097	drum	CD-sympatry	drum
ddRAD_sam_april_2021	680A-8	680A	2019	29.7466167	-97.4097	drum	CD-sympatry	drum
ddRAD_sam_april_2021	683-11	683	2019	29.5822333	-98.6926667	roem	RD-sympatry	roem
ddRAD_sam_april_2021	683-9	683	2019	29.5822333	-98.6926667	roem	RD-sympatry	roem
ddRAD_sam_april_2021	687-11-1	687	2019	31.1708	-100.5119	roem	allopatry	roem
ddRAD_sam_april_2021	687-4	687	2019	31.1708	-100.5119	roem	allopatry	roem
ddRAD_sam_april_2021	687-5	687	2019	31.1708	-100.5119	roem	allopatry	roem
ddRAD_sam_april_2021	689-13	689	2019	30.959172	-100.457004	roem	allopatry	roem
ddRAD_sam_april_2021	689-3	689	2019	30.959172	-100.457004	roem	allopatry	roem
ddRAD_sam_april_2021	690-3	690	2019	30.880867	-98.653667	drum	RD-sympatry	drum
ddRAD_sam_april_2021	693-11	693	2019	30.480633	-98.1982	roem	RD-sympatry	roem
ddRAD_sam_april_2021	693-12	693	2019	30.480633	-98.1982	roem	RD-sympatry	roem
ddRAD_sam_april_2021	693-13	693	2019	30.480633	-98.1982	roem	RD-sympatry	roem
ddRAD_sam_april_2021	693-15	693	2019	30.480633	-98.1982	roem	RD-sympatry	roem
ddRAD_sam_april_2021	693-6	693	2019	30.480633	-98.1982	roem	RD-sympatry	roem
ddRAD_sam_april_2021	693-7	693	2019	30.480633	-98.1982	roem	RD-sympatry	roem
ddRAD_sam_april_2021	693-9	693	2019	30.480633	-98.1982	roem	RD-sympatry	roem
ddRAD_sam_april_2021	653-6-1	653	2019	30.48061667	-96.76061667	cusp	CD-sympatry	cusp
ddRAD_sam_april_2021	693-10	693	2019	30.480633	-98.1982	roem	RD-sympatry	roem
ddRAD_sam_april_2021	647-12-1	647	2019	30.48061667	-96.76061667	cusp	CD-sympatry	cusp
ddRAD_sam_april_2021	652-8	652	2019	30.5466333	-96.5575	cusp	allopatry	cusp
ddRAD_sam_april_2021	661-8-1	661	2019	30.0665023	-97.3526087	drum	CD-sympatry	drum
ddRAD_sam_april_2021	670-2	670	2019	29.4174167	-97.6808	drum	allopatry	drum
ddRAD_sam_april_2021	671-13-1	671	2019	29.4161	-97.70415	drum	allopatry	drum
ddRAD_sam_april_2021	672-3-1	672	2019	29.41633333	-97.71911667	drum	allopatry	drum
ddRAD_sam_april_2021	687-18	687	2019	31.1708	-100.5119	roem	allopatry	roem
ddRAD_sam_april_2021	688-9-1	688	2019	31.029241	-100.479544	roem	allopatry	roem
ddRAD_sam_april_2021	689-9A	689	2019	30.959172	-100.457004	roem	allopatry	roem
ddRAD_sam_april_2021	692-1	692	2019	30.5497	-98.110483	drum	RD-sympatry	drum
ddRAD_sam_april_2021	692-9-1	692	2019	30.5497	-98.110483	drum	RD-sympatry	drum
ddRAD_sam_april_2021	640-2-1	640	2019	29.5822333	-98.6926667	roem	RD-sympatry	multi_admixed
ddRAD_sam_april_2021	640-4-1	640	2019	29.5822333	-98.6926667	roem	RD-sympatry	roem
ddRAD_sam_april_2021	640-6-1	640	2019	29.5822333	-98.6926667	roem	RD-sympatry	roem
ddRAD_sam_april_2021	647-15-1	647	2019	30.48061667	-96.76061667	cusp	CD-sympatry	cusp
ddRAD_sam_april_2021	651-4	651	2019	30.567097	-96.213673	cusp	allopatry	cusp
ddRAD_sam_april_2021	651-9-1	651	2019	30.567097	-96.213673	cusp	allopatry	cusp
ddRAD_sam_april_2021	652-18-1	652	2019	30.5466333	-96.5575	cusp	allopatry	cusp
ddRAD_sam_april_2021	652-6-1	652	2019	30.5466333	-96.5575	cusp	allopatry	cusp
ddRAD_sam_april_2021	653-15-1	653	2019	30.48061667	-96.76061667	cusp	CD-sympatry	cusp
ddRAD_sam_april_2021	653-4-1	653	2019	30.48061667	-96.76061667	cusp	CD-sympatry	cusp
ddRAD_sam_april_2021	653-7-1	653	2019	30.48061667	-96.76061667	cusp	CD-sympatry	cusp
ddRAD_sam_april_2021	654-18-1	654	2019	30.07125	-97.09005	cusp	CD-sympatry	cusp
ddRAD_sam_april_2021	654-22-1	654	2019	30.07125	-97.09005	cusp	CD-sympatry	cusp
ddRAD_sam_april_2021	654-38-1	654	2019	30.07125	-97.09005	cusp	CD-sympatry	cusp
ddRAD_sam_april_2021	656A-30	656A	2019	30.0852333	-96.9161667	drum	CD-sympatry	drum
ddRAD_sam_april_2021	656A-9	656A	2019	30.0852333	-96.9161667	drum	CD-sympatry	drum
ddRAD_sam_april_2021	659-2	659	2019	30.1048333	-97.29615	cusp	CD-sympatry	cusp
ddRAD_sam_april_2021	661-29-1	661	2019	30.0665023	-97.3526087	drum	CD-sympatry	drum
ddRAD_sam_april_2021	661-30-1	661	2019	30.0665023	-97.3526087	drum	CD-sympatry	drum
ddRAD_sam_april_2021	662-10-1	662	2019	30.0621514	-97.3502951	drum	CD-sympatry	drum
ddRAD_sam_april_2021	664-14-1	664	2019	30.116	-97.365	drum	CD-sympatry	drum
ddRAD_sam_april_2021	664-5-2	664	2019	30.116	-97.365	drum	CD-sympatry	drum
ddRAD_sam_april_2021	664-8-1	664	2019	30.116	-97.365	drum	CD-sympatry	drum
ddRAD_sam_april_2021	667-4	667	2019	29.528817	-96.441233	drum	CD-sympatry	drum
ddRAD_sam_april_2021	668-12-1	668	2019	29.680228	-96.584439	cusp	CD-sympatry	cusp
ddRAD_sam_april_2021	668-3-1	668	2019	29.680228	-96.584439	cusp	CD-sympatry	cusp
ddRAD_sam_april_2021	670-16	670	2019	29.4174167	-97.6808	drum	allopatry	drum
ddRAD_sam_april_2021	670-25-2	670	2019	29.4174167	-97.6808	drum	allopatry	drum
ddRAD_sam_april_2021	670-5	670	2019	29.4174167	-97.6808	drum	allopatry	drum
ddRAD_sam_april_2021	670-7	670	2019	29.4174167	-97.6808	drum	allopatry	drum
ddRAD_sam_april_2021	671-16-1	671	2019	29.4161	-97.70415	drum	allopatry	drum
ddRAD_sam_april_2021	671-17-1	671	2019	29.4161	-97.70415	drum	allopatry	drum
ddRAD_sam_april_2021	672-5-1	672	2019	29.41633333	-97.71911667	drum	allopatry	drum
ddRAD_sam_april_2021	673-9-30	673	2019	29.39921667	-97.74658333	drum	allopatry	drum
ddRAD_sam_april_2021	675-2	675	2019	29.4024	-97.77451667	drum	allopatry	cusp
ddRAD_sam_april_2021	676-21-2	676	2019	29.4689024	-97.8737457	drum	allopatry	drum
ddRAD_sam_april_2021	676-7-1	676	2019	29.4689024	-97.8737457	drum	allopatry	drum
ddRAD_sam_april_2021	678-1-1	678	2019	29.2864167	-97.6241	drum	allopatry	drum
ddRAD_sam_april_2021	680A-16-1	680A	2019	29.7466167	-97.4097	drum	CD-sympatry	drum
ddRAD_sam_april_2021	680B-4	680B	2019	29.7466167	-97.4097	cusp	CD-sympatry	cusp
ddRAD_sam_april_2021	683-12	683	2019	29.5822333	-98.6926667	roem	RD-sympatry	roem
ddRAD_sam_april_2021	683-13	683	2019	29.5822333	-98.6926667	roem	RD-sympatry	roem
ddRAD_sam_april_2021	689-7	689	2019	30.959172	-100.457004	roem	allopatry	roem
ddRAD_sam_april_2021	692-2-1	692	2019	30.5497	-98.110483	drum	RD-sympatry	drum
ddRAD_sam_april_2021	692-8-1	692	2019	30.5497	-98.110483	drum	RD-sympatry	drum
ddRAD_sam_april_2021	660-19-2	660	2019	30.1803833	-97.4207167	drum	CD-sympatry	drum
ddRAD_sam_april_2021	687-23-1	687	2019	31.1708	-100.5119	roem	allopatry	roem
ddRAD_sam_april_2021	692-6-1	692	2019	30.5497	-98.110483	drum	RD-sympatry	drum
ddRAD_sam_april_2021	640-10-1	640	2019	29.5822333	-98.6926667	roem	RD-sympatry	roem
ddRAD_sam_april_2021	647-4-1	647	2019	30.48061667	-96.76061667	cusp	CD-sympatry	cusp
ddRAD_sam_april_2021	652-12-1	652	2019	30.5466333	-96.5575	cusp	allopatry	cusp
ddRAD_sam_april_2021	652-14-1	652	2019	30.5466333	-96.5575	cusp	allopatry	cusp
ddRAD_sam_april_2021	652-19-1	652	2019	30.5466333	-96.5575	cusp	allopatry	cusp
ddRAD_sam_april_2021	652-23-1	652	2019	30.5466333	-96.5575	cusp	allopatry	cusp
ddRAD_sam_april_2021	654-6-2	654	2019	30.07125	-97.09005	cusp	CD-sympatry	cusp
ddRAD_sam_april_2021	656A-22	656A	2019	30.0852333	-96.9161667	drum	CD-sympatry	drum
ddRAD_sam_april_2021	660-6-1	660	2019	30.1803833	-97.4207167	drum	CD-sympatry	drum
ddRAD_sam_april_2021	661-42-1	661	2019	30.0665023	-97.3526087	drum	CD-sympatry	drum
ddRAD_sam_april_2021	666-6-1	666	2019	29.6023035	-96.1105307	cusp	allopatry	cusp_backcross
ddRAD_sam_april_2021	667-8-2	667	2019	29.528817	-96.441233	drum	CD-sympatry	drum
ddRAD_sam_april_2021	668-3	668	2019	29.680228	-96.584439	cusp	CD-sympatry	cusp
ddRAD_sam_april_2021	668-7-1	668	2019	29.680228	-96.584439	cusp	CD-sympatry	cusp
ddRAD_sam_april_2021	669-11-2	669	2019	29.965443	-96.885429	drum	CD-sympatry	drum
ddRAD_sam_april_2021	670-22	670	2019	29.4174167	-97.6808	drum	allopatry	drum
ddRAD_sam_april_2021	671-2-1	671	2019	29.4161	-97.70415	drum	allopatry	drum
ddRAD_sam_april_2021	673-15	673	2019	29.39921667	-97.74658333	drum	allopatry	drum
ddRAD_sam_april_2021	673-22	673	2019	29.39921667	-97.74658333	drum	allopatry	drum
ddRAD_sam_april_2021	676-4-1	676	2019	29.4689024	-97.8737457	drum	allopatry	drum
ddRAD_sam_april_2021	676-6-1	676	2019	29.4689024	-97.8737457	drum	allopatry	drum
ddRAD_sam_april_2021	680A-2-1	680A	2019	29.7466167	-97.4097	drum	CD-sympatry	drum
ddRAD_sam_april_2021	680A-5-1	680A	2019	29.7466167	-97.4097	drum	CD-sympatry	drum
ddRAD_sam_april_2021	685-2-30	685	2019	29.218909	-98.972419	drum	RD-sympatry	drum
ddRAD_sam_april_2021	687-1	687	2019	31.1708	-100.5119	roem	allopatry	roem
ddRAD_sam_april_2021	687-22	687	2019	31.1708	-100.5119	roem	allopatry	roem
ddRAD_sam_april_2021	687-9	687	2019	31.1708	-100.5119	roem	allopatry	roem
ddRAD_sam_april_2021	688-1-1	688	2019	31.029241	-100.479544	roem	allopatry	roem
ddRAD_sam_april_2021	689-8	689	2019	30.959172	-100.457004	roem	allopatry	roem
ddRAD_sam_april_2021	692-7-3	692	2019	30.5497	-98.110483	drum	RD-sympatry	drum
ddRAD_sam_april_2021	640-11-1	640	2019	29.5822333	-98.6926667	roem	RD-sympatry	roem
ddRAD_sam_april_2021	640-9-2	640	2019	29.5822333	-98.6926667	roem	RD-sympatry	roem
ddRAD_sam_april_2021	651-2-1	651	2019	30.567097	-96.213673	cusp	allopatry	cusp
ddRAD_sam_april_2021	651-8-1	651	2019	30.567097	-96.213673	cusp	allopatry	cusp_backcross
ddRAD_sam_april_2021	652-1	652	2019	30.5466333	-96.5575	cusp	allopatry	cusp
ddRAD_sam_april_2021	652-15-1	652	2019	30.5466333	-96.5575	cusp	allopatry	cusp
ddRAD_sam_april_2021	654-16-1	654	2019	30.07125	-97.09005	cusp	CD-sympatry	cusp
ddRAD_sam_april_2021	654-19-2	654	2019	30.07125	-97.09005	cusp	CD-sympatry	cusp
ddRAD_sam_april_2021	654-2-1	654	2019	30.07125	-97.09005	cusp	CD-sympatry	cusp
ddRAD_sam_april_2021	654-9-1	654	2019	30.07125	-97.09005	cusp	CD-sympatry	cusp
ddRAD_sam_april_2021	655-2	655	2019	30.1329577	-97.1006931	cusp	CD-sympatry	cusp
ddRAD_sam_april_2021	656A-17-1	656A	2019	30.0852333	-96.9161667	drum	CD-sympatry	drum
ddRAD_sam_april_2021	656A-31-2	656A	2019	30.0852333	-96.9161667	drum	CD-sympatry	drum
ddRAD_sam_april_2021	656A-8	656A	2019	30.0852333	-96.9161667	drum	CD-sympatry	drum
ddRAD_sam_april_2021	658-3-2	658	2019	30.01003333	-97.03588333	cusp	CD-sympatry	cusp
ddRAD_sam_april_2021	659-12-2	659	2019	30.1048333	-97.29615	cusp	CD-sympatry	cusp
ddRAD_sam_april_2021	659-23-1	659	2019	30.1048333	-97.29615	cusp	CD-sympatry	cusp
ddRAD_sam_april_2021	660-2-1	660	2019	30.1803833	-97.4207167	drum	CD-sympatry	drum
ddRAD_sam_april_2021	660-23-1	660	2019	30.1803833	-97.4207167	drum	CD-sympatry	drum
ddRAD_sam_april_2021	660-28-1	660	2019	30.1803833	-97.4207167	drum	CD-sympatry	drum
ddRAD_sam_april_2021	662-13-2	662	2019	30.0621514	-97.3502951	drum	CD-sympatry	drum
ddRAD_sam_april_2021	662-18-1	662	2019	30.0621514	-97.3502951	drum	CD-sympatry	drum
ddRAD_sam_april_2021	662-3-1	662	2019	30.0621514	-97.3502951	drum	CD-sympatry	drum
ddRAD_sam_april_2021	664-9-1	664	2019	30.116	-97.365	drum	CD-sympatry	drum
ddRAD_sam_april_2021	666-12-1	666	2019	29.6023035	-96.1105307	cusp	allopatry	cusp
ddRAD_sam_april_2021	668-15-1	668	2019	29.680228	-96.584439	cusp	CD-sympatry	cusp
ddRAD_sam_april_2021	668-4-1	668	2019	29.680228	-96.584439	cusp	CD-sympatry	cusp
ddRAD_sam_april_2021	669-12	669	2019	29.965443	-96.885429	drum	CD-sympatry	drum
ddRAD_sam_april_2021	669-31-1	669	2019	29.965443	-96.885429	drum	CD-sympatry	drum
ddRAD_sam_april_2021	669-4	669	2019	29.965443	-96.885429	drum	CD-sympatry	drum
ddRAD_sam_april_2021	670-10	670	2019	29.4174167	-97.6808	drum	allopatry	drum
ddRAD_sam_april_2021	670-20	670	2019	29.4174167	-97.6808	drum	allopatry	drum
ddRAD_sam_april_2021	672-6-1	672	2019	29.41633333	-97.71911667	drum	allopatry	drum
ddRAD_sam_april_2021	676-11-1	676	2019	29.4689024	-97.8737457	drum	allopatry	drum
ddRAD_sam_april_2021	676-19-1	676	2019	29.4689024	-97.8737457	drum	allopatry	drum
ddRAD_sam_april_2021	676-22-1	676	2019	29.4689024	-97.8737457	drum	allopatry	drum
ddRAD_sam_april_2021	678-13-1	678	2019	29.2864167	-97.6241	drum	allopatry	drum
ddRAD_sam_april_2021	678-20-1	678	2019	29.2864167	-97.6241	drum	allopatry	drum
ddRAD_sam_april_2021	678-21-1	678	2019	29.2864167	-97.6241	drum	allopatry	drum
ddRAD_sam_april_2021	678-3-1	678	2019	29.2864167	-97.6241	drum	allopatry	cusp_drum_f1
ddRAD_sam_april_2021	678-7-1	678	2019	29.2864167	-97.6241	drum	allopatry	drum
ddRAD_sam_april_2021	680A-4-1	680A	2019	29.7466167	-97.4097	drum	CD-sympatry	drum
ddRAD_sam_april_2021	680A-7-1	680A	2019	29.7466167	-97.4097	drum	CD-sympatry	drum
ddRAD_sam_april_2021	682-5-1	682	2019	29.7731	-98.2814833	roem	RD-sympatry	roem
ddRAD_sam_april_2021	687-6	687	2019	31.1708	-100.5119	roem	allopatry	cusp_roem_f1
ddRAD_sam_april_2021	690-10-03	690	2019	30.880867	-98.653667	drum	RD-sympatry	drum
ddRAD_sam_april_2021	690-20-1	690	2019	30.880867	-98.653667	drum	RD-sympatry	drum
ddRAD_sam_april_2021	693-1	693	2019	30.480633	-98.1982	roem	RD-sympatry	roem
ddRAD_sam_april_2021	693-3	693	2019	30.480633	-98.1982	roem	RD-sympatry	roem
ddRAD_sam_april_2021	640-7-1	640	2019	29.5822333	-98.6926667	roem	RD-sympatry	roem
ddRAD_sam_april_2021	647-5-1	647	2019	30.48061667	-96.76061667	cusp	CD-sympatry	cusp_backcross
ddRAD_sam_april_2021	647-7-1	647	2019	30.48061667	-96.76061667	cusp	CD-sympatry	cusp
ddRAD_sam_april_2021	651-7-1	651	2019	30.567097	-96.213673	cusp	allopatry	cusp
ddRAD_sam_april_2021	656A-25-1B	656A	2019	30.0852333	-96.9161667	drum	CD-sympatry	multi_admixed
ddRAD_sam_april_2021	656A-28-30	656A	2019	30.0852333	-96.9161667	drum	CD-sympatry	drum
ddRAD_sam_april_2021	659-14-1	659	2019	30.1048333	-97.29615	cusp	CD-sympatry	cusp
ddRAD_sam_april_2021	659-25	659	2019	30.1048333	-97.29615	cusp	CD-sympatry	cusp
ddRAD_sam_april_2021	660-21-1	660	2019	30.1803833	-97.4207167	drum	CD-sympatry	drum
ddRAD_sam_april_2021	666-1-1	666	2019	29.6023035	-96.1105307	cusp	allopatry	cusp
ddRAD_sam_april_2021	668-11-1	668	2019	29.680228	-96.584439	cusp	CD-sympatry	cusp
ddRAD_sam_april_2021	675-05	675	2019	29.4024	-97.77451667	drum	allopatry	drum
ddRAD_sam_april_2021	678-12-1	678	2019	29.2864167	-97.6241	drum	allopatry	drum
ddRAD_sam_april_2021	678-4-2	678	2019	29.2864167	-97.6241	drum	allopatry	drum
ddRAD_sam_april_2021	692-10-1	692	2019	30.5497	-98.110483	drum	RD-sympatry	drum
ddRAD_newdata_2022	790_2_1	790	2021	30.08153	-96.7728	cusp	CD-sympatry	cusp
ddRAD_newdata_2022	790_6_3	790	2021	30.08153	-96.7728	cusp	CD-sympatry	cusp
ddRAD_newdata_2022	790_9_2	790	2021	30.08153	-96.7728	cusp	CD-sympatry	cusp
ddRAD_newdata_2022	790_16_2	790	2021	30.08153	-96.7728	cusp	CD-sympatry	cusp
ddRAD_newdata_2022	790_22_2	790	2021	30.08153	-96.7728	cusp	CD-sympatry	cusp
ddRAD_newdata_2022	790_24_2	790	2021	30.08153	-96.7728	cusp	CD-sympatry	cusp
